truck_id,duration,fill_volume,n_units,orders,from_warehouse,route_date,stops,total_distance
ex7QbNn4yVaEE9uUqJY4i7,2.8750548160842184,0.2736,38.0,ewZZwGBCSHFFh9939iApqQ,Avignon,2021-01-03,Avignon > Aix-en-Provence,69.61327298559026
m6NUG7DXXpLvkco8xEYxU6,4.619819193394631,0.0588,28.0,QUL4HJucH254WBmCRrpjHE,Montauban,2021-01-03,Montauban > Niort,293.4427086891475
B5TgpouAP6EFb8GQ9GgXkN,10.80032705994998,9.3085,131.0,C4tYjTj63vnucUrcXrmKyw > h5ifjBRZRgieGzBXTekVjV > AL9NBde9n2UBFEh4uTzRE9 > aB2HbW2metjvw7BBygwKFh > XNDpHCEvsPLEkABDQ35JuU > e8ryMfnwsnmZtMpzt4pkmz,Clermont-Ferrand,2021-01-04,Clermont-Ferrand > Villeurbanne > Clermont-Ferrand > Bourges,432.84532291649697
5nYoqzUpcuKCxHcJud5XnP,22.42613977299211,32.670199999999994,304.0,Q3HkTWxsAkyiVzUZdR6F7i > 9UQhgWxUibbkGHLgMWmXBP > PC7kRpjshGQxFmwjRtACjh > WagRqy9ekKyv75Jh4qZbWk > LqN2SZyZiqfSXVottYYbiJ > VkBL7LnJ6L5NaYe4W6pjfT > 4JGsqZsd34NPPhkUeBwkFY > 2HcHfTin7L3uRAzKX5xtQs > oFcCDeaXuFAUz3mGcCtvvm > 8ztW6dBu6iS8CRGDLXPNCQ > 8AMEz5ETYTcFi5ZL9GDsL3,Cergy,2021-01-04,Cergy > Versailles > Tours > Saint-Nazaire > Saint-Maur-des-Fossés > Saint-Denis > Rueil-Malmaison > Rouen > Rennes,1222.7507034468501
PakZTNLpBwse7peo8v7jAG,23.151776153289244,40.995000000000005,494.0,Q2ujTYZAnSEMAwrrYbysaA > KupPC4Y7bqZTPYzWWFFA27 > gvQLKGUGyjYe53owvWGP2v > HmwGkKaeXzC2hm4iAXzpjd > 4jMWAsFMuZg3KthdviFj67 > jKNTPdvg44YSGKypYD6Pjy > kJZ6GkPJL5neqM7awsRvUp > eLSjQXUGFKNA4EP3zXGDxm > VRf7KyokEJMGULphtVT2fL > ewADqgNzYULpNzn86rwdBX > H8unhr6KeMjCP8orcB3q7b > nCwZnPNdud95BDXsBJnNQK > SaSjshXMYZZKendwS8GoVE > d38YugvixtjfCq7j6rFqbB > kWiRgeg3cS7FbPsTVC5wbn > BHHe4Z5BhjkUgCkYd4zs4k > g22CqTAK6EEkxL4KA3u8oi,Cergy,2021-01-04,Cergy > Pantin > Orléans > Nanterre > Montreuil > Meaux > Maisons-Alfort > Le Mans > Le Blanc-Mesnil > Drancy > Créteil > Courcouronnes > Colombes > Clichy > Carrières-sur-Seine,809.5097609385323
nVFrbdAtjeuNm9ErK2wusU,14.392237974842528,26.4638,318.0,X5MDVyWx4NodKo9TfZgi74 > 7aeUWpkbtiEJYDFpW8UAHc > WvSy56onRffBJbL7YUkWS6 > UeVqLAt9h6sfuB9AwC3iwD > KXsb3iGBszEvx2dGhGsNqy > WhGJEsmtPWnwrWGGxPDKCq > VY9RSCaPDCZYTUqhGm7vBi > Q35urKvoPiEHumHRF5rxje > XwTJK8CWCBpyKWWmxnYcg7,Cergy,2021-01-04,Cergy > Calais > Caen > Boulogne-Billancourt > Beauvais > Aulnay-sous-Bois > Aubervilliers > Antony > Amiens,942.6045143888912
A58tMgZVPfe2ucEBcCSXTW,19.094701484311567,7.561599999999999,176.0,ezJsG9YmgJLuaUjGk6BYmo > im4zcEpuTGUz7byYAgH4tp > T5fTCxXquiqwzqvNfGRGgW > DTQsHFdiFkSccZCJZmyJtg > fJbcngBfeXsundYx5tb8Lw > BFeQcFwLa8NRVPThkBhETw > ngsh3KW93wBQ5BBBM6ZirW > RFH7DDFhaEQ8x2zEAW3Xtm,Reims,2021-01-04,Reims > Épinal > Tourcoing > Strasbourg > Nancy > Mulhouse > Metz,1417.0016237155264
K2PtpbntMHgqxujJGMGLq8,22.054104230129283,11.8273,189.0,Myyo8MKikDigamXyxzcM8x > 29nwqJyokudc2UbwNgmWFX > EtPmaD3APj8aRNeSC3Yx7R > YNZmf9oHRh2sNWTftP6bwv > dZevLCBW5rfKhhsDQdKaSH > 63dgtTqEBZ2EZMB5itUAjS > A2nm2jbne7RScEwyP9afvh > Jg3fpAHnzCJCgADZZkejUq,Avignon,2021-01-04,Avignon > Vénissieux > Nîmes > Nice > Montpellier > Marseille > Cannes > Avignon > Annecy,1597.9129131988823
XmCrcTzph4Y3SuKncKuPfy,5.634240023619594,1.7919,84.0,bwPwTHdKDvd6gXRF9r869v > G6ehq4fKcxLgwijwDUxozG > JUF5FwmGizLMmkE6rCSVtR,Avignon,2021-01-04,Avignon > Aix-en-Provence,69.61327298559026
2pCdjDDxchqCaEh8BJCQ6M,14.428376138767636,27.3693,303.0,D4yawFGDUjB7stVzJrvyur > DNsf9Yfdb226zkZgF9Uu6B > NECdkgqQmQ9eDF8waSeT2P > maWApJ2LERTDb3grk4Beuj > GMWW4EcFrcUWheYeiedPMG > gNvydNYZyX6aS2b5FC5uVZ > X6r8v76WyEedHt2Mgc7NvF > nAkUcqNLXBSCVv35brwvW7,Montauban,2021-01-04,Montauban > Toulouse > Perpignan > Pau > Niort > Mérignac > Bordeaux,982.8592186258896
NztHFNedN3u3mYF98SLLj6,7.111438026714195,15.484899999999998,201.0,5Bhdfy5xWGnzMhe8eNKokQ > VjaQxthepf78hZ6vRNixiK > FzKeTLSP9GykVAt8gL8WqJ > 8qn8xJAmaQsULWvABDDoGd > JXxNhiBggbUBfSFtzqLkXm > GDLjA3cDbkmcEb5apzs4MU > LkVtCSioWUuPixSGTtVTCp,Clermont-Ferrand,2021-01-05,Clermont-Ferrand > Saint-Étienne > Lyon > Clermont-Ferrand,295.5287960834138
fhCVrofXnYmAHUjTmEtHHu,22.643368687780274,15.6182,392.0,eXk5rGSma7ApeLrxRy9JyC > SrXjwactHRqTdHsaLCRmmS > Sv9dFXZuvxT5mM8c5bXUyJ > SzG7yf3xHdTEyuLFv4TbQ3 > 6VygxJHvMwV4C5TjewPgrn > ijkcKu2vZEb6Qr6B99LK5q > JWRNxFepHPRySPWpNA8BKn > mocbHRvBtCovHUGwy9JESD > Ms5DbYDibTncYhVkNhsCsk > jZr9Kn8VdC48pFUaGTxHNt > EFNWEJ9Tvv3To5PtxC8NXU,Cergy,2021-01-05,Cergy > Épinay-sur-Seine > Vitry-sur-Seine > Tours > Sarcelles > Saint-Maur-des-Fossés > Rouen > Quimper > Pantin > Orléans,1652.1472721272487
6HdXXZ3c2fN4ckEtvKJaXQ,23.354288330028407,33.0065,394.0,fExjdAhRfWBd52HT4KPSXg > KKhd2PusYUDTTD4tVJgKEp > DcqDAe3aHD96NFKDpeoyeb > Y5jrbCa3RoE3Z6cph6orCG > LdFJA2zdgnt7avWZPejfuK > 68WsxxfLpDSUPuRkKeqKUJ > LZa5ADtMt8q5hXzBHo4msP > FPXq3y2ToVZudwXFQt97Jz > V434cxGYBmesuPxfba9e2S > E3VBJgLv5sVN67hMcv5GKH > kFNjX5DJUWzFHaRTfNZaMe > 8HN2LPUHTtFAR7zq3EFA4j > X65TFJxxy5va4fVVmoEeN3 > 7UoZsx8yAnTp5SQrrS5U3V > iihJsCfaUs5hMGNtoZRJC2,Cergy,2021-01-05,Cergy > Noisy-le-Grand > Neuilly-sur-Seine > Nantes > Nanterre > Montreuil > Levallois-Perret > Le Blanc-Mesnil > Courbevoic > Colombes > Clichy > Carrières-sur-Seine > Calais,1035.0212655696473
9xU3UQ9KDwAJv66hEJtrrT,23.259193758861887,21.0407,222.0,9xZwUDTRph2taFFoQr7o22 > TvNqDhqP8WQSi6yoKrtsHk > 3biLubmJFgduWgSUgrojzv > 6YhvWioK3bgiTcag47aVGR > VfxBGFne9bCtuPTHNQLLhe > C4L7tg2ner6mxg7qwFbs4e > KLSdMyk4BocV5GVRP2pY5g > B9GhHBpdMRbywDxRHKkByd > k3JCeySEzBqwbXMJnMFwi5,Cergy,2021-01-05,Cergy > Calais > Caen > Brest > Boulogne-sur-Mer > Beauvais > Angers > Amiens,2072.590908719977
A58tMgZVPfe2ucEBcCSXTW,22.66630080323692,30.9354,199.0,dEU8abUaD5UDM8tezZEt4x > MAEaaCpuGyGfxkQiWDgrae > FqyWudyaSf7NFAvev5ByiY > SAJQwTrJjZtZHS3o3Y7CeL > 6FvLHfE6oKTs3eEdDv4V92 > NjN3u2BJzVqHmMGwycB5SP > VrzoWUqEkkEq7Jb6fqGoAt > JLHtCzNVFjKQpcEyT2WiiJ,Reims,2021-01-05,Reims > Épinal > Troyes > Tourcoing > Strasbourg > Nancy > Metz > Lille,1517.4194394351907
arx6RU3iBXEsTa9fZLVNFG,14.026144988718997,2.4176,131.0,UYL7LaJf9GRDz6b52kTHuU > ZKR7p9SiZs5Bd8iVLvbCmr > o74Nkex3tEZ89rXMF7Qrf5 > C7oib67B4bGL6Y99AeeiBS > CjTfp9bmuiZzZCcphbvgbt > guYB6ooRJhJtU6rPBx8iJ8,Reims,2021-01-05,Reims > Colmar > Besançon > Belfort,490.5612378086736
8TYpxftDtVSgcTJ3F2kgqw,22.59371883903384,31.248299999999997,346.0,LK9REycZgjSpmAS4xEDoqy > NdwGHuH2mTJgHuh4JjTy7N > kHqNWAUQps53CnDuJjQp3o > m84r79D2n6HQ7pJjq3FyWb > 43a9MiymA462HfbaAit4rn > ijANVMz6CQJRMnUNvo2ja4 > A8rUZsfsruzwb5v4sTneT9 > 8rybhrGxatzhZqnNNsug9q > J49dv29AFhhExiQWpnzaGe > HnztGgnF8y6n3wgnuQVn9k > UftiG2waey9iBiUx2Nk92d > ZYkjYoHbGgEqw4CpRaZ2Xy > 7fKCJ2vW39eHqndzWeHCus > RzmyhjQ3dYvEEAVJBhkWGj,Avignon,2021-01-05,Avignon > Valence > Toulon > Nice > Montpellier > Marseille > La Seyne-sur-Mer > Hyères > Chambéry,1191.1455930740667
gVCuJjCA3P3Q72p5aJu3PF,14.372386713489876,15.441199999999998,185.0,4yXGH7XkToJNwVrxdbGswG > 9JvBW7Z8p3yiAuiVPfpBNd > bMXggQG8LTcVezDMj9YABN > 3UZGg9eoJJZAHN3Y77Uug9 > W6hSNLVxvjSXxgUCXdovqP > PuQhzjKsfRKW4zovJNefUi,Avignon,2021-01-05,Avignon > Cannes > Antibes > Annecy > Aix-en-Provence,734.5335325099959
4h7femfCDcZYF2fRQt7hEF,19.14799947856155,38.6544,247.0,kmY9Q2oEEcNnD5ecqPzHyt > XSgJM7REFLnnu3pCseZd6S > AxQ9ixqfFViFwPaRHPJFRN > V9Qu9WH8bLmNkdAs6LvUsE > E98faThXgvqHKUmBkVdCR6 > ettq6aRVt38mJtnjJZCxp4,Montauban,2021-01-05,Montauban > Pessac > Perpignan > Pau > Montauban > La Rochelle,1291.0211588946618
M8XNAQtVubbTtqLwu7V6Sk,12.144568345373322,15.0326,176.0,92V6reRXs7MzHi8tSAhnZp > Pq5ntwBo4fRWSAm9ZvuGYg > N3v6zMnR5BZHN9NjXrcyvu > Te2Xm8gQeWM5dYGj7eBevB > 6pTkm7HEzBLSqZKhrLJF3H > 3YiVrUAMHgaQMu7rk6N9Tw > QZnBuXrvteiPJBDXAribXf,Clermont-Ferrand,2021-01-06,Clermont-Ferrand > Villeurbanne > Saint-Étienne > Lyon > Bourges,481.083704540493
nu7gtRdXXJg6ZZGjqC99id,15.958702665018544,81.247,383.0,iYvgsKAmtbVfznKPVc9EbH > L8Wqj295NCn2P8fTvgVw8r > MGxcY3tiJcfxGq4BodMD4T > i3UUYqVurneXct9irZC2GF > ndBTBGgkntKrdkricYdNQV > HfA6ufzfJ29yDPhH26Ztrd > PKxUpdK2ZbFzunUG82fckN > 3ErXWMi6xCf253FUsvSnxF > m6Ch64QZ9R9p8ZFpryPfYb > CrEYKvUES92PhwKeUNW2wZ > FFSySs2ZKF2y9QjvRS5LTn > kwyYwT3YwZ6vkz3ZyydtGN > 9mz2p3AapeHoGNCSPMMXSX,Cergy,2021-01-06,Cergy > Épinay-sur-Seine > Sarcelles > Saint-Maur-des-Fossés > Rueil-Malmaison > Rouen > Rennes > Quimper,607.6508060577071
58N29qXLGqVEkuFkyKkP7U,21.50328067963987,34.220200000000006,283.0,6bRULCEbm4ZyHQRsmXtkjj > b2adm8pcAsYWYthCQEAEJA > WCdRraJQYPaQNimSzRdfDM > GgqgB4MLeidEwVRSdPiUbw > LxZ9eTzQkyn7mkDvnuYsbV > hwzxF8hoE2iJ453xEayQew > Yp2NiT8giXsiJqsRd9tB7B > hBUeDVWdecgndkhntCSkV7 > ek5WF5sKKPAhvhULZ8pepn > jVDiLvy26mWuKAnvSDbE2o > LTurFxZ7WMqJP3Th8viMdy > 3QmcUjMtXm6VvPScLQSyTF > 5MamnNTCvTgGyDtEAESrV5,Cergy,2021-01-06,Cergy > Pantin > Orléans > Neuilly-sur-Seine > Nanterre > Montreuil > Meaux > Maisons-Alfort,353.68254954274204
BruTTsspEgjKDeouveHNUv,22.330368204257,74.4257,551.0,H7gY3xzr6zc8JeVC7knLd2 > FXeCbyJ8iFdt2kvF26yLh5 > JeMub6DKXA6JayGZgcTTDH > gqCByKhfo3zterQZZ39tk7 > VD7grnwRveKHomjvy9SzJi > 9Rks79F3sEDF7THxicmNv2 > UUnavZBfSeNK3n5aKZovFS > NDmEKcX47MJp7XomJesrtj > RZZsob2gNDqqtgCESZ7rsL > a8MaQLjME8u5sJtdZESS6z > AzSvtRY9iMaZCSsYxzrmgD > SnWGZA7YXqwXBazjDaNAhE > d2tHicDqbaEngyXkwiRYuo > CE9ZbnJ26qtArsa4qPgccj > bZatpsxgkLNsh7zHjHg2iV > aRzNYYnpJAVbFysFBWBCLf > iMrK7yDwqmRnvVBHYpBPoi,Cergy,2021-01-06,Cergy > Lorient > Le Mans > Le Havre > Le Blanc-Mesnil > Ivry-sur-Seine > Issy-les-Moulineaux > Drancy > Créteil > Courcouronnes > Courbevoic > Clichy,1151.7915744845388
5nYoqzUpcuKCxHcJud5XnP,2.200019311211824,71.8443,112.0,ZAkLhEs7X6F58bcZUQBtSK > HCMjGpnvWkKJ7BFxxwW5fL > PeLq4xpCSvZa4eH6tnWpnT,Cergy,2021-01-06,Cergy > Champigny-sur-Marne > Cergy > Carrières-sur-Seine,103.68672719965137
jUBaY7wJay6EB5uwzcC8nq,20.789773439188124,35.787099999999995,256.0,ZywYNdr4XrypNEvFNNWt3v > ZFaifUzKiLT9ojV3mb2q2A > jttVmyWPNZrTioS8RSHeTb > 8LRRd5LZdUPBtjBdymmibV > nNt5BBn6q93iDqpsnvDieD > mQGk9H7wFaykrWgwPgtkF9 > BATYDRLgAvd2SgjjmzhBXs > ENthN2tujvGm3XHvJMxjSj > iZq3sGoxswLjEs2XWgeYBF > i2hDAAVKFSSfeTesKgY2Rf,Cergy,2021-01-06,Cergy > Carrières-sur-Seine > Calais > Caen > Beauvais > Antony > Angers > Amiens,1356.429524409383
ido2AHKt3upT8L5gURkk4x,20.193523780282923,26.88,210.0,fPcxkNbaNa4Cbk9U4J8DH4 > fXag7Ey5MiFvz6rzpVNUaQ > 3FuFkLinkHyYLWbzdCZhq3 > EGPVtSdDQxcjDZdPjqcSDe > RBfHTNPduUe3aQn4vVLMb9 > g7NGkGGgtZh7YiQWSGx2kU > i6irCR3CHxKKDYZkwAMpaE > 52Joe2FTzvSoRExUUJPbaq,Reims,2021-01-06,Reims > Épinal > Troyes > Strasbourg > Roubaix > Reims,1236.649011908494
SWjbwn6HCkLn8VRFAqGvBh,23.585664700687968,30.2072,257.0,NV4jATRo5URRnPUb8A6FxC > YGkaYbjRM7jHoEU82SGJAt > muk2soDPbxyrJgC6Lz8dEJ > AgxjiMBi4CnKCLLwFyuqno > nxXRSqPAA2D3q9JSijMQas > XtWrwyvb6JvYuJubGiYwfH > KC3kp6WtV2WDYe5kunYWTo > ju4e2vVC5ELytEbmVGTxdy > V8Wh2M8qS8fmWbWkFmvkv8 > YC9BAXdLgS2zPPSc2UP7E5,Reims,2021-01-06,Reims > Mulhouse > Lille > Dijon > Colmar > Besançon > Belfort,1545.257809471592
ex7QbNn4yVaEE9uUqJY4i7,20.568298362457504,30.424,428.0,kDW7xByduMmHdT9jYujeWq > 2a5wpWqD6H2nJkUCmvQS2F > FBTiXJoRESBhseZ26fzWxJ > JYSNjtxVYxmhF8h6E6QPnp > NXGiazLn47iQQ88sX6ueFS > XGvBAnjRCGGeXhjzkzE5fn > cs2z37xJ9UVFMgxg7x7Tzv > JfXmCWxzNCVUs4RLx98zgo > 9QDiMSAtX64StFc8SHPMsC > 9bWoTfqXYcn2vT35VNWG6V > 7usYrqrPEzXzAPVxyRTR8a > ZZ9aRuMNBjwW69FvFa3wPW > JsoGkKxcgBasHfWyTLW9sT,Avignon,2021-01-06,Avignon > Valence > Toulon > Nîmes > La Seyne-sur-Mer > Cannes > Antibes > Aix-en-Provence,873.2686662887255
i6nHsVEpxyRV5vwbBMhYuG,23.297551961063228,57.9001,261.0,SgbZanKeQx4FHQTrcnUZLm > 2vqBGXNKxxYVMWCGaaJFJe > Bgbc6LPiX4dnyNWAARJLEo > ExHGkoxApwNRe8maEYnDA7 > m3QiPT9iiNHFysshzrCytK > nK4K3guYyRgHpnyEodh2AA > RBtjbY4iALLiVyzjHbpnxR > PTUAzrTTZtBoHdSQJhmD2t > FVLWdaqEqQKcmnMetrsXq3,Montauban,2021-01-06,Montauban > Toulouse > Poitiers > Pessac > Niort > Mérignac > Montauban > Limoges > La Rochelle,1510.3015127949702
GsrX6MRJHDkY7ner3HSQTV,2.0679571176604408,0.038,19.0,Pj2QBdyPf7nqkYFZLz92zf,Montauban,2021-01-06,Montauban > Bordeaux,178.82380000156851
mVUb5dkxfaSPBMKEujjeMg,13.02035808588944,35.9538,261.0,8GrsvR3qgcZUWnNRF8tqbn > 6uFjXMKvL5de35arRyHy5x > 5M9v5W26YE2cC9dicJVk5V > fMjDAdKG9PbcJRqadjkCiH > UJDV94JaCWLNcwXHWLqCLZ > 6C4jHkwLDK9Yry4N2JRfSU > KZsAYGsMSjXPSSTMpt9RxQ > LvXXn3bv5p9HXcFpPM5PTm > BYb8kyVQke72aoUTwBvqEo > 53kTAjj9VS4K44zfuNPyJ2,Clermont-Ferrand,2021-01-07,Clermont-Ferrand > Villeurbanne > Saint-Étienne > Lyon > Clermont-Ferrand > Bourges,533.1311578407351
Fahv3VsmgHaKMGWMb97Uvy,22.27528995480378,51.8233,319.0,4KGawcTdszR5pzYruvLUR4 > 8D2PtEF6ZV5reDHyKjbXHu > 7keMURAbbZxSvhkawXwzNE > bAZbeBnhS2aEjYnkLzXc2c > 75fnycHBZuR3J7T8eLnUCS > g7JvdYwzWEAu5Ad43s7zr8 > MM2vNCAPZM9dUCzHJAdw7L > 7GUcdfK7ZbDXbmLQNx7S8e > bKxTxFMawkqMwyQJA6LyTy > WWyM6RGSRWkkhmuvsMs6vm > YFnrtdw6hXeCGpoTGC3PFE > bC6UcsB3dSzUTPSgyRU49X,Cergy,2021-01-07,Cergy > Épinay-sur-Seine > Sarcelles > Saint-Nazaire > Saint-Maur-des-Fossés > Saint-Denis > Rueil-Malmaison > Rouen > Quimper,1352.7827328701155
BEqwgzRnvCMX3YfcCSkdzD,20.840396522205346,65.9632,298.0,jFTxtQEVbCkkm8a28jLXUZ > Eve3ycBHj3Y6UuLhZwdHKp > mFVCAmmRHnEkar9kLWDBez > QtpeSutJrzrNE5DWQhFoCV > UZLfzrgke4QV9rSMdUivHK > mzK3wZaxzzeactUAVwaMTP > ft9SXXnjk6QRjKiBErGNCV > fhKJKrxMHJ9fkzJtA8PEWe > GSTQuqVks8LQFYDKDqhZbW > fUh9atnuQAKSbYaws8ZQPG,Cergy,2021-01-07,Cergy > Pantin > Orléans > Noisy-le-Grand > Neuilly-sur-Seine > Nantes,621.4695527882882
93ZXB3UY9QiLtm85bjG5Fp,22.70636359542365,73.86050000000002,273.0,A3dGhxLNCkH7hsQ79AoBLe > 9Z422vkDdXfTKb7uCwBEz5 > RELQsSM6sVbkPDyFiTN9dB > bsKadATKvK8v4TFcYxkiTv > BKYHJjXjPYuXwg47pHWvgF > Wf6kV263vq7rR4pwWyzB4h > Pw694npJvY2DfSyHAAVKNS > C7q3Tk33RCrEdo5z4u8QKx > MYtpJTiaZ2waivKhCmHHhq > nGu5ucZdtyj4MpccXTgdSN > abFPxmDwB8nFRaNR4NpSMD > EhT59SBCufHWAavJtGtQgr > VUFufc7pykujacmqcViouC,Cergy,2021-01-07,Cergy > Nanterre > Montreuil > Maisons-Alfort > Lorient > Levallois-Perret > Le Mans,1106.8311862430294
58N29qXLGqVEkuFkyKkP7U,23.81845140018364,52.447700000000005,497.0,YPovPoiQquhe6FQRnXZhHs > UYep9uCfUkd58tGS5hqzVb > CrNhsPL6dRrhWySCmhkiEd > 95BtAnWoKm6eouXxwwGjAM > joPCUhmKCTcanZHN8G3znV > F4aqNfJB4yHrjLNPRMGJmw > LwXnVxWr7usT7iqBpUdW9j > Giq8RQAw3eaonNHpGb6sUZ > Wv5eZLfyTENgDpvty7owgi > 7xwgbHV84N7TN3uyRFTfCD > FeMS7fJH7sKDdzvEfyyERV > BAKfDxfaV8V5CUmrXJmjLE > BLJGWNwtgkQ8zLk6Pj4KM7 > nkzADjhHVmXMEk96MpWR52 > VxVfzrEEHJA8xvP6QHcDZG > NJEenWG8Xt884YNMBTNbUj > WfE6FxsB7BCQ4eP5Q7eQuv > 4hkaxXHDwaAVaumQJHH4Qg,Cergy,2021-01-07,Cergy > Le Havre > Ivry-sur-Seine > Issy-les-Moulineaux > Dunkerque > Drancy > Créteil > Courcouronnes > Courbevoic > Clichy > Champigny-sur-Marne,911.2229080539905
6HdXXZ3c2fN4ckEtvKJaXQ,15.652103451524562,75.2293,318.0,JZdhNkyMgxtA746T6qeruu > 5Vo7HDui55pWUazCnawTSR > PstQTDgHH65LJXPLcbxgC9 > 5VJAvcPXKZ3FvHY8x5mrST > VGW6jzgqWUVXi2JZcaev8W > Kp8cwHk42skKBNRAYffDFQ > 4T8oovJmSqczLu3hnadgh5 > V2asDVLFa9o3GZwvxUEZEU > jv5VQtS2nqMxMKReoA9hqa > VqwkmQMkioXYFRGHhRTzhP > fcr2W9NJDFAzSgMPtG2kwr,Cergy,2021-01-07,Cergy > Champigny-sur-Marne > Cergy > Calais > Caen > Boulogne-Billancourt > Beauvais > Aulnay-sous-Bois > Aubervilliers,879.3806473476337
